DATETIMESTAMP,DATE_SQL,DATETIME_SAP,DATE_SAP,YEAR,QUARTER,MONTH,WEEK,WEEK_YEAR,DAY_OF_WEEK,DAY,HOUR,MINUTE,SECOND,CALQUARTER,CALMONTH,CALWEEK,YEAR_INT,QUARTER_INT,MONTH_INT,WEEK_INT,WEEK_YEAR_INT,DAY_OF_WEEK_INT,DAY_INT,HOUR_INT,MINUTE_INT,SECOND_INT,MONTH_LAST_DAY,TZNTSTMPS,TZNTSTMPL
2015-10-10T06:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,6,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,6,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T07:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,7,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,7,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T08:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,8,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,8,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T09:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,9,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,9,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T10:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,10,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,10,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T11:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,11,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,11,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T12:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,12,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,12,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T13:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,13,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,13,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T14:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,14,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,14,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T15:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,15,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,15,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T16:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,16,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,16,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T17:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,17,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,17,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T18:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,18,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,18,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T19:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,19,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,19,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T20:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,20,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,20,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T21:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,21,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,21,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T22:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,22,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,22,0,0,0,2.0151E+13,2.0151E+13
2015-10-10T23:00:00.000Z,10.10.2015,2.0151E+13,20151010,2015,4,10,41,2015,5,10,23,0,0,20154,201510,201541,2015,4,10,41,2015,5,10,23,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T00:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,0,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,0,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T01:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,1,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,1,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T02:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,2,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,2,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T03:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,3,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,3,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T04:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,4,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,4,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T05:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,5,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,5,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T06:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,6,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,6,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T07:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,7,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,7,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T08:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,8,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,8,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T09:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,9,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,9,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T10:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,10,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,10,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T11:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,11,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,11,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T12:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,12,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,12,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T13:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,13,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,13,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T14:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,14,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,14,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T15:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,15,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,15,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T16:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,16,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,16,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T17:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,17,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,17,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T18:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,18,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,18,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T19:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,19,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,19,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T20:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,20,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,20,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T21:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,21,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,21,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T22:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,22,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,22,0,0,0,2.0151E+13,2.0151E+13
2015-10-11T23:00:00.000Z,11.10.2015,2.0151E+13,20151011,2015,4,10,41,2015,6,11,23,0,0,20154,201510,201541,2015,4,10,41,2015,6,11,23,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T00:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,0,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,0,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T01:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,1,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,1,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T02:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,2,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,2,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T03:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,3,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,3,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T04:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,4,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,4,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T05:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,5,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,5,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T06:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,6,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,6,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T07:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,7,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,7,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T08:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,8,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,8,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T09:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,9,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,9,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T10:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,10,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,10,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T11:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,11,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,11,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T12:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,12,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,12,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T13:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,13,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,13,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T14:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,14,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,14,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T15:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,15,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,15,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T16:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,16,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,16,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T17:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,17,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,17,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T18:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,18,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,18,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T19:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,19,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,19,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T20:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,20,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,20,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T21:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,21,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,21,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T22:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,22,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,22,0,0,0,2.0151E+13,2.0151E+13
2015-10-12T23:00:00.000Z,12.10.2015,2.0151E+13,20151012,2015,4,10,42,2015,0,12,23,0,0,20154,201510,201542,2015,4,10,42,2015,0,12,23,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T00:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,0,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,0,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T01:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,1,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,1,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T02:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,2,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,2,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T03:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,3,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,3,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T04:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,4,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,4,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T05:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,5,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,5,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T06:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,6,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,6,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T07:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,7,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,7,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T08:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,8,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,8,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T09:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,9,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,9,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T10:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,10,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,10,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T11:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,11,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,11,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T12:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,12,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,12,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T13:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,13,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,13,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T14:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,14,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,14,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T15:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,15,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,15,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T16:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,16,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,16,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T17:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,17,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,17,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T18:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,18,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,18,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T19:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,19,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,19,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T20:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,20,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,20,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T21:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,21,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,21,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T22:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,22,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,22,0,0,0,2.0151E+13,2.0151E+13
2015-10-13T23:00:00.000Z,13.10.2015,2.0151E+13,20151013,2015,4,10,42,2015,1,13,23,0,0,20154,201510,201542,2015,4,10,42,2015,1,13,23,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T00:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,0,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,0,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T01:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,1,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,1,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T02:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,2,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,2,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T03:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,3,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,3,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T04:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,4,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,4,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T05:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,5,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,5,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T06:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,6,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,6,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T07:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,7,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,7,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T08:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,8,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,8,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T09:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,9,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,9,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T10:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,10,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,10,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T11:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,11,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,11,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T12:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,12,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,12,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T13:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,13,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,13,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T14:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,14,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,14,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T15:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,15,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,15,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T16:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,16,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,16,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T17:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,17,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,17,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T18:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,18,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,18,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T19:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,19,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,19,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T20:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,20,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,20,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T21:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,21,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,21,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T22:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,22,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,22,0,0,0,2.0151E+13,2.0151E+13
2015-10-14T23:00:00.000Z,14.10.2015,2.0151E+13,20151014,2015,4,10,42,2015,2,14,23,0,0,20154,201510,201542,2015,4,10,42,2015,2,14,23,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T00:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,0,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,0,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T01:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,1,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,1,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T02:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,2,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,2,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T03:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,3,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,3,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T04:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,4,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,4,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T05:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,5,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,5,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T06:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,6,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,6,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T07:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,7,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,7,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T08:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,8,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,8,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T09:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,9,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,9,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T10:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,10,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,10,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T11:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,11,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,11,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T12:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,12,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,12,0,0,0,2.0151E+13,2.0151E+13
2015-10-15T13:00:00.000Z,15.10.2015,2.0151E+13,20151015,2015,4,10,42,2015,3,15,13,0,0,20154,201510,201542,2015,4,10,42,2015,3,15,13,0,0,0,2.0151E+13,2.0151E+13
